식당(ID),식당명,지점명,지역명,어워드정보설명,(RTI)지수,온라인화진행여부,수용태세지수,인기도,트립어드바이저평점,씨트립평점,네이버평점
790181,박가네,,종로구,안심식당(2020),4.2948115,Y,0.377,0.33,,,4.34
801190,진진,여의도점,영등포구,블루리본(2021),4.3872774,Y,0.247,0.42,4,,4.34
818367,레호이,소월길 본점,용산구,블루리본(2021),4.4215238,N,0.234,0.33,4.5,,4.34
824356,수원성갈비,,종로구,모범음식점(2012),4.2012438,N,0.263,0.33,,,4.34
831370,몰타참치,,강남구,블루리본(2021),4.1588868,N,0.179,0.33,4.5,,4.34
10018,삼호복집,,서대문구,모범음식점(2004),4.4000694,Y,0.307,0.33,4,,4.33
12319,명동칼국수,본점,금천구,모범음식점(2006),4.4639112,N,0.312,0.33,,,4.33
12340,황금코다리,,종로구,"모범음식점(2008),안심식당(2020)",4.1207751,N,0.262,0.07,,,4.33
12400,지호한방삼계탕,삼성점,강남구,모범음식점(2010),4.0800291,Y,0.312,0.33,,,4.33
12415,일미리금계찜닭,신대방삼거리역점,동작구,"모범음식점(2020),안심식당(2020)",4.2178904,Y,0.297,0.33,,,4.33
12430,대청마루,,강서구,모범음식점(2014),1.0501897,N,0.262,,,,4.33
12496,시골보쌈&감자옹심이,상암점,마포구,"모범음식점(2015),안심식당(2020)",4.0190823,N,0.276,0.33,5,,4.33
12566,송림식당,,광진구,모범음식점(1998),4.1261225,Y,0.453,0.33,4.5,,4.33
12582,성북동섭지코지,,성북구,"모범음식점(2010),블루리본(2021)",3.7649937,N,0.295,0.33,5,,4.33
12587,골목냉면,,성동구,모범음식점(2017),4.2617555,N,0.282,0.33,2.5,,4.33
12607,연희동칼국수,본점,서대문구,모범음식점(2004),4.1810625,Y,0.412,0.33,4,,4.33
12645,배영만당진아구,낙성대점,관악구,"모범음식점(2018),안심식당(2020)",4.2962653,N,0.312,0.33,,,4.33
12656,장산곶,,서초구,모범음식점(2014),4.2856459,N,0.263,0.12,,,4.33
12712,스시다네,하계점,노원구,모범음식점(2017),4.2626341,Y,0.345,0.33,,,4.33
12725,참치공방,을지로점,중구,모범음식점(2017),4.3936971,N,0.265,0.33,,,4.33
12797,진수사,,강남구,모범음식점(2010),4.2325298,Y,0.473,0.33,4.5,,4.33
12810,항방양육관,장안점,동대문구,모범음식점(2012),4.1172444,N,0.293,0.33,,,4.33
12836,반값소,,도봉구,모범음식점(2017),4.0178512,N,0.328,0.33,,,4.33
12927,홍가진국,,용산구,모범음식점(2018),4.1810571,N,0.282,0.26,,,4.33
12948,계경순대국,숙대입구역점,용산구,모범음식점(2015),4.3138171,N,0.263,0.33,,,4.33
12999,조가네갑오징어,방배카페거리점,서초구,"모범음식점(2003),안심식당(2020)",4.30744,N,0.296,0.33,,,4.33
13016,백년추어탕,연희본점,서대문구,모범음식점(2009),3.9558903,N,0.248,0.28,4.5,,4.33
13090,조마루감자탕,구로디지털2호점,구로구,모범음식점(2005),3.7488787,N,0.295,0.33,,,4.33
13095,서대문영양족발,본점,서대문구,모범음식점(2014),4.2925738,N,0.295,0.33,,,4.33
13156,마장고기마을,,성동구,모범음식점(2015),4.0752709,Y,0.315,0.14,,,4.33
13238,일품가든,,중구,모범음식점(2013),4.200371,N,0.263,0.33,,,4.33
13295,사보텐,교대역점,서초구,모범음식점(2012),4.2051101,N,0.267,0.33,,,4.33
13341,이학갈비,,중랑구,"모범음식점(2015),안심식당(2020)",4.2033481,N,0.263,0.33,,,4.33
13343,을지황소곱창,,중구,모범음식점(2014),4.296503,N,0.315,0.33,,,4.33
13364,토속촌 삼계탕,,종로구,"모범음식점(2007),블루리본(2021)",3.8979167,N,0.309,0.33,4,,4.33
13388,청진동해장국,신사동점,은평구,모범음식점(2009),4.2003919,N,0.282,0.33,,,4.33
13471,고인돌,,용산구,모범음식점(2018),4.2486601,Y,0.502,0.16,3.5,,4.33
13540,홍어천국,,중랑구,모범음식점(2017),4.1805217,N,0.213,0.33,,,4.33
13550,두채사랑 전주콩나물국밥,,중랑구,"모범음식점(2014),안심식당(2020)",4.4381692,N,0.312,0.21,,,4.33
13632,이남장,영동점,강남구,모범음식점(2015),4.2587075,Y,0.308,0.33,4.5,,4.33
13636,명동함흥면옥,,중구,모범음식점(2006),3.9102661,N,0.313,0.33,4,,4.33
13644,남가네설악추어탕,은평구청점,은평구,모범음식점(2020),4.5107577,N,0.336,0.04,,,4.33
13796,용호동낙지,현대가든파이브아울렛점,송파구,모범음식점(2017),4.2826062,N,0.245,0.33,,,4.33
13836,갈비명가이상,돈암본점,성북구,모범음식점(2001),3.7708833,N,0.328,0.33,2.5,,4.33
13839,천수촌,,성북구,모범음식점(2009),4.2949378,N,0.262,0.08,,,4.33
13851,상하이 문,,은평구,"모범음식점(2011),안심식당(2020)",4.2532342,N,0.263,0.33,,,4.33
13871,선유도 해물칼국수,,영등포구,"모범음식점(2012),안심식당(2020)",4.3704001,N,0.234,0.33,,,4.33
13883,남도사계고운님,,강남구,모범음식점(2019),4.308444,Y,0.23,0.33,4,,4.33
13937,홍능갈비집,본점,동대문구,모범음식점(2001),4.0670451,Y,0.312,0.33,3.5,,4.33
13968,들깨향 장수밀,,관악구,"모범음식점(2018),안심식당(2020)",4.2978239,N,0.328,0.33,,,4.33
14082,청기와생고기,,강남구,모범음식점(2010),4.2173243,Y,0.279,0.03,,,4.33
14084,보릿골,강동점,강동구,"모범음식점(2008),안심식당(2020)",4.2309547,Y,0.393,0.33,,,4.33
14135,용마골,,동작구,모범음식점(2008),4.3659617,N,0.293,0.11,,,4.33
14139,일품백송칼국수,,성동구,모범음식점(2013),4.1166905,N,0.263,0.33,4,,4.33
14147,남원추어탕,,광진구,모범음식점(2001),4.1164078,Y,0.279,0.09,,,4.33
14157,동해해물,,광진구,모범음식점(2012),4.3031469,N,0.263,0.33,3.5,,4.33
14160,등촌샤브칼국수,,양천구,"모범음식점(2019),안심식당(2020)",4.14282,N,0.263,0.33,,,4.33
14173,태릉대게하우스,,중랑구,모범음식점(2008),4.1805217,N,0.263,0.33,,,4.33
14174,손군 부대찌개,가산1호점,금천구,모범음식점(2014),4.2105918,Y,0.28,0.13,,,4.33
14224,풍년갈비,,용산구,모범음식점(2007),4.0276644,N,0.315,0.33,,,4.33
14225,신선설농탕,서울대역점,관악구,"모범음식점(2018),안심식당(2020)",4.2505921,N,0.311,0.33,,,4.33
14228,계단집,,동작구,모범음식점(2019),3.8407466,N,0.297,0.16,,,4.33
14237,강촌숯불애닭갈비,본점,용산구,모범음식점(2018),4.4396722,N,0.335,0.33,,,4.33
14286,명동보리밥 코다리전문점,방배점,서초구,모범음식점(2006),3.9113005,N,0.263,0.33,,,4.33
14302,삼학도,,서초구,모범음식점(2009),3.7989265,N,0.262,0.08,,,4.33
14350,초림정,,성북구,모범음식점(2012),3.9274567,Y,0.28,0.28,,,4.33
14352,송가네보쌈,방배점,서초구,모범음식점(2003),4.0939878,Y,0.345,0.3,4.5,,4.33
14432,복만루,3호점,광진구,"모범음식점(2019),안심식당(2020)",4.3793781,Y,0.259,0.33,,,4.33
14439,금바위감자탕,,송파구,모범음식점(2007),4.2097251,Y,0.436,0.33,,,4.33
14458,청죽골,,성동구,모범음식점(2019),4.0821593,N,0.282,0.33,5,,4.33
14482,밥맛나는세상,불광역점,은평구,모범음식점(2018),4.0616636,Y,0.316,0.23,,,4.33
14524,우리돈가,,성동구,모범음식점(2011),4.0946389,N,0.262,0.07,,,4.33
14569,미스터 손두부 보쌈,스타시티점,광진구,모범음식점(2010),4.2720301,Y,0.28,0.33,,,4.33
14675,능라도,마곡점,강서구,"모범음식점(2018),안심식당(2020)",4.130502,N,0.278,0.33,,,4.33
14731,정짜장 짬뽕,,양천구,"모범음식점(2018),안심식당(2020)",4.3334157,N,0.25,0.22,,,4.33
14742,권참치,,중랑구,"모범음식점(2017),안심식당(2020)",4.0756525,N,0.263,0.17,,,4.33
14758,현대명가,,강남구,모범음식점(2016),4.1261954,Y,0.229,0.06,,,4.33
14779,풍년숯불갈비,,송파구,모범음식점(2007),4.0298398,N,0.262,0.03,,,4.33
14822,고기스토리,,동작구,"모범음식점(2019),안심식당(2020)",3.8978315,Y,0.264,0.07,,,4.33
14857,고향집손칼국수,,강동구,모범음식점(2008),4.0867469,Y,0.44,0.33,,,4.33
14996,서석대,,서초구,"모범음식점(2009),안심식당(2020)",4.2155647,Y,0.293,0.33,4,,4.33
15006,더함,,용산구,모범음식점(2011),4.1946369,N,0.278,0.33,4.5,,4.33
15031,장수촌풍천장어,,관악구,"모범음식점(2018),안심식당(2020)",4.2424766,N,0.242,0.33,,,4.33
15131,관악산가마솥삼계탕,,관악구,"모범음식점(2018),안심식당(2020)",4.058698,Y,0.293,0.33,,,4.33
15143,도쿄감자탕,본점,도봉구,모범음식점(2007),4.0239361,Y,0.408,0.33,,,4.33
15228,유진막국수,,용산구,"모범음식점(2018),블루리본(2021)",4.2177042,N,0.276,0.33,4,,4.33
15236,논두렁 우렁쌈밥,본점,송파구,모범음식점(2014),4.0609438,N,0.312,0.33,,,4.33
15246,강남목장,,강남구,모범음식점(2010),4.5084684,Y,0.473,0.33,4,,4.33
15269,국민전통갈비,강서구청점,강서구,"모범음식점(2018),안심식당(2020)",4.1209886,N,0.248,0.29,,,4.33
15273,보리밭토속음식점,,양천구,모범음식점(2007),4.108006,N,0.295,0.33,4.5,,4.33
15304,코코이찌방야,시청대한상공회의소점,중구,모범음식점(2015),4.2856459,N,0.263,0.12,,,4.33
15329,송도갈비,문정역점,송파구,모범음식점(2018),3.9879578,N,0.261,0.33,,,4.33
15342,한솔냉면,현대시티몰 가든파이브점,송파구,모범음식점(2017),4.2856459,N,0.263,0.12,,,4.33
28273,선비,롯데백화점영등포점,영등포구,"안심식당(2020),위생등급제 지정업소(2020)",4.197437,Y,0.435,0.23,,,4.33
35715,파리바게뜨,당산역삼성점,영등포구,위생등급제 지정업소(2020),4.4042756,N,0.459,0.08,,,4.33
41370,동원 민물장어,,중구,블루리본(2021),4.2112292,N,0.193,0.33,,,4.33
54141,시골밥상,,광진구,안심식당(2020),1.0501897,N,0.215,,,,4.33
56903,신선산낙지,,광진구,안심식당(2020),4.28415,N,0.247,0.06,,,4.33
60335,바르미샤브샤브엔칼국수,구의점,광진구,안심식당(2020),4.3781122,Y,0.298,0.33,,,4.33
63067,함스브로트과자점,,도봉구,블루리본(2021),4.2094566,N,0.216,0.33,,,4.33
64577,영동올뱅이집,,강남구,모범음식점(2021),4.2684368,Y,0.346,0.33,,,4.33
65040,보성식당,,동작구,블루리본(2021),4.2717512,N,0.216,0.33,,,4.33
67766,전주가,,강동구,안심식당(2020),4.0272434,N,0.215,0.02,,,4.33
68374,오리마을숯불회전구이,도봉점,도봉구,안심식당(2020),4.3418974,N,0.264,0.33,4,,4.33
74943,리얼 양꼬치,,동작구,안심식당(2020),3.8858937,Y,0.361,0.27,,,4.33
82611,가츠몽,구로디지털점,구로구,안심식당(2020),4.1975458,N,0.229,0.16,,,4.33
88617,마포옥,,마포구,안심식당(2020),4.3466138,N,0.216,0.33,4.5,,4.33
89119,영양센타,방배점,서초구,안심식당(2020),4.2051984,N,0.233,0.33,,,4.33
91963,샘밭막국수,,서초구,블루리본(2021),4.3255728,N,0.164,0.33,,,4.33
94382,55도 와인앤다인,,강남구,블루리본(2021),4.1063966,Y,0.233,0.33,,,4.33
99726,마포양지설렁탕,,마포구,"미쉐린 가이드(2021),미쉐린 가이드(2022),블루리본(2021)",3.9588917,N,0.296,0.33,4,,4.33
100058,수빈,,서대문구,"블루리본(2021),안심식당(2020)",4.3892038,Y,0.292,0.33,4.5,,4.33
100073,쿠시카츠쿠시엔,,마포구,블루리본(2021),4.3355345,N,0.249,0.33,,,4.33
101066,팥꽃나무집,신세계백화점 강남점,서초구,안심식당(2020),4.1941549,N,0.166,0.33,,,4.33
101699,마코토,청담점,강남구,블루리본(2021),4.4383134,N,0.268,0.33,,,4.33
103844,동천홍,학동점,강남구,모범음식점(2021),4.3561013,N,0.281,0.33,,,4.33
103934,더플라잉팬레드,,서초구,안심식당(2020),4.3597513,Y,0.183,0.33,4,,4.33
107749,본죽,방배상문고점,서초구,안심식당(2020),4.3369001,N,0.228,0.08,,,4.33
108790,비양도,,성북구,"블루리본(2021),안심식당(2021)",4.2698792,N,0.281,0.33,,,4.33
110728,본죽,목동아크로텔점,양천구,안심식당(2020),4.1935687,N,0.228,0.07,,,4.33
111703,본죽,신곡시장점,양천구,안심식당(2020),4.1331133,N,0.228,0.02,,,4.33
112009,스시산,,성북구,안심식당(2021),4.1800517,N,0.216,0.33,,,4.33
112829,죽이야기,메디힐병원점,양천구,안심식당(2020),4.3024534,N,0.224,0.03,,,4.33
114209,파리크라상,서초래미안점,서초구,안심식당(2020),4.3902491,N,0.286,0.33,,,4.33
118101,깐부치킨,사당역점,서초구,안심식당(2020),4.3576804,N,0.268,0.33,,,4.33
118557,갯마을,한강로점,용산구,블루리본(2021),4.1817623,N,0.216,0.33,5,,4.33
124638,일일향,신용산7호점,용산구,모범음식점(2021),4.2697125,N,0.231,0.33,,,4.33
124662,일호식 사운즈,한남점,용산구,미쉐린 가이드(2021),4.2630133,Y,0.284,0.33,3.5,,4.33
127828,점보씨푸드,도곡점,강남구,블루리본(2021),4.3167505,N,0.265,0.33,,,4.33
128138,디도,,강남구,미쉐린 가이드(2021),4.195404,N,0.181,0.33,,,4.33
128439,강남어시장,,강남구,블루리본(2021),4.3298735,N,0.231,0.33,,,4.33
129408,무화잠,강남점,강남구,모범음식점(2021),4.2955285,N,0.235,0.33,,,4.33
131507,여자만아구해물찜,본점,중랑구,모범음식점(2017),4.4354541,N,0.252,0.33,,,4.33
132616,치킨매니아,사가정역점,중랑구,안심식당(2020),4.2135922,Y,0.252,0.31,,,4.33
134406,쌈촌,신내점,중랑구,모범음식점(2012),4.3191402,N,0.249,0.19,,,4.33
137067,대호고깃집,,은평구,안심식당(2020),4.2733085,N,0.262,0.33,,,4.33
137139,나주소 나주곰탕,종로수송점,종로구,안심식당(2020),4.1568091,N,0.216,0.23,,,4.33
144763,도화원,,은평구,모범음식점(2021),4.3062996,N,0.264,0.33,,,4.33
157037,보칼리노,,종로구,"블루리본(2021),안심식당(2021)",4.3938272,Y,0.248,0.33,,,4.33
647972,참치공방,을지로점,중구,모범음식점(2017),4.3936971,N,0.265,0.33,,,4.33
763453,다복,,동대문구,"모범음식점(2001),안심식당(2021)",4.4365043,N,0.217,,,,4.33
763807,구름산추어탕,사당점,동작구,모범음식점(2013),4.4639112,N,0.265,0.33,,,4.33
769976,우리가돼지갈비,,강북구,모범음식점(2012),4.2903494,N,0.333,0.16,,,4.33
785752,토속촌 삼계탕,,종로구,블루리본(2021),4.129843,N,0.262,0.33,4,,4.33
791438,홍어천국,,중랑구,안심식당(2020),4.1805217,N,0.166,0.33,,,4.33
800306,팥꽃나무집,신세계백화점 강남점,서초구,안심식당(2020),4.1941549,N,0.166,0.33,,,4.33
812446,해초록 사랑,,강남구,모범음식점(2011),4.1617994,Y,0.299,0.21,,,4.33
813227,굽네치킨,염창역점,양천구,안심식당(2020),4.2188854,N,0.233,0.33,,,4.33
831224,값진식육,,영등포구,모범음식점(2014),4.2356765,Y,0.28,0.33,,,4.33
835428,마포옥,,마포구,"미쉐린 가이드(2021),미쉐린 가이드(2022),블루리본(2021)",4.258062,N,0.231,0.33,4.5,,4.33
12302,콩두,서남병원점,양천구,"모범음식점(2017),안심식당(2020)",3.7166141,N,0.247,0.01,,,4.32
12428,속리산염소요리전문점,금천직영점,금천구,모범음식점(2016),4.3306516,N,0.312,0.04,,,4.32
12457,팔미낙지한마리수제비,,노원구,모범음식점(2005),4.2574033,N,0.262,0.04,,,4.32
12464,포몬스,건대점,광진구,모범음식점(2005),4.1284661,N,0.312,0.33,5,,4.32
12468,신선설농탕,자양점,광진구,모범음식점(2006),4.2567552,Y,0.328,0.33,4.5,,4.32
12485,남원추어탕,,양천구,"모범음식점(2005),안심식당(2020)",4.127427,N,0.263,0.18,4,,4.32
12567,은성,,용산구,"모범음식점(2001),블루리본(2021)",4.2326242,Y,0.308,0.33,4,,4.32
12604,광양불고기,,양천구,"모범음식점(2007),안심식당(2020)",4.1850329,N,0.263,0.33,,,4.32
12624,유진참치,연신내점,은평구,"모범음식점(2010),안심식당(2020)",4.1175984,N,0.263,0.14,,,4.32
12629,전자방,,성동구,모범음식점(2019),4.2067189,N,0.282,0.33,,,4.32
12684,일식호림,,송파구,모범음식점(2016),4.0110564,N,0.263,0.28,,,4.32
12710,성북동참치,,성북구,모범음식점(2010),4.2379901,N,0.314,0.06,,,4.32
12713,동수원갈비,,성동구,모범음식점(2017),3.9670505,N,0.328,0.17,,,4.32
12750,대갈집,광진점,광진구,모범음식점(2013),4.2949378,N,0.262,0.08,,,4.32
12764,열빈,,영등포구,모범음식점(2008),4.1837651,Y,0.343,0.37,4,,4.32
12883,약초마을,본점,동작구,"모범음식점(2007),안심식당(2020)",4.1009813,N,0.295,0.33,4.5,,4.32
12935,지호한방삼계탕,마포대흥역점,마포구,"모범음식점(2016),안심식당(2020)",4.2127327,Y,0.328,0.33,,,4.32
12972,호천식당,,서대문구,"모범음식점(2014),안심식당(2021)",4.2153776,N,0.296,0.33,4,,4.32
13025,강남수랏간,,강남구,모범음식점(2016),4.3047327,N,0.337,0.33,,,4.32
13027,무교동갯마을낙지아구찜,,은평구,"모범음식점(2009),안심식당(2020)",3.8967601,N,0.263,0.11,,,4.32
13032,송파아구찜,,송파구,모범음식점(2019),4.2892741,Y,0.28,0.33,,,4.32
13128,포앤시드니,중계점,노원구,모범음식점(2015),4.3077396,N,0.328,0.33,,,4.32
13132,육간청,,구로구,"모범음식점(2016),안심식당(2020)",4.081191,N,0.311,0.23,,,4.32
13161,청화가든,,강북구,모범음식점(2018),4.2539852,Y,0.265,0.33,,,4.32
13202,갈비사랑,,서초구,모범음식점(2005),4.3482288,N,0.328,0.33,,,4.32
13268,평가옥,역삼점,강남구,모범음식점(2014),4.1499016,N,0.263,0.33,4,,4.32
13292,하늘정원더파티,,중랑구,모범음식점(2017),4.1052137,Y,0.338,0.33,,,4.32
13330,소담촌,DMC점,은평구,모범음식점(2016),4.256239,N,0.263,0.33,,,4.32
13335,민벅,건대본점,광진구,"모범음식점(2016),안심식당(2020)",4.3254924,N,0.328,0.33,4,,4.32
13340,백년토종삼계탕,,은평구,모범음식점(2020),3.833415,N,0.263,0.19,,,4.32
13361,현대옥,강서점,강서구,"모범음식점(2014),안심식당(2020)",4.198977,N,0.248,0.33,,,4.32
13400,유경참치,,금천구,모범음식점(2004),4.2188115,N,0.295,0.14,,,4.32
13433,옹기생삼겹살,,광진구,모범음식점(2011),4.2578406,N,0.248,0.18,,,4.32
13478,들창코,마장본점,성동구,모범음식점(2014),4.1929742,N,0.312,0.33,,,4.32
13487,솔낭구,,동대문구,모범음식점(2012),3.6020699,N,0.263,0.33,3.5,,4.32
13561,지리산흑돼지구이,,중랑구,"모범음식점(2019),안심식당(2020)",4.1931183,N,0.31,0.1,,,4.32
13577,황궁,,서초구,모범음식점(2009),4.2321764,N,0.263,0.16,,,4.32
13606,남한강물고기,,중랑구,"모범음식점(2012),안심식당(2020)",3.8606451,N,0.262,0.09,,,4.32
13623,영동족발,방이 직영점,송파구,모범음식점(2007),4.4388087,N,0.312,0.33,,,4.32
13627,조수사,,강남구,모범음식점(2010),4.1555786,Y,0.308,0.16,,,4.32
13749,부림정,,광진구,모범음식점(2008),4.3604392,Y,0.344,0.1,,,4.32
13753,선진국낙지마당,장안점,동대문구,모범음식점(2015),3.8423284,N,0.248,0.33,,,4.32
13804,민소한우,서여의도점,영등포구,모범음식점(2008),4.2474403,Y,0.029,,,,4.32
13806,풍천장어,,송파구,모범음식점(2019),3.9557689,N,0.311,0.33,,,4.32
13823,최영희언양불고기,,성동구,모범음식점(2019),4.314455,N,0.295,0.33,,,4.32
13833,서초불쭈꾸미,,서초구,모범음식점(2006),4.1772463,Y,0.28,0.32,,,4.32
13866,선우가,,송파구,모범음식점(2013),4.1052198,N,0.248,0.16,,,4.32
13887,대보명가,,강북구,모범음식점(2011),4.3356325,Y,0.328,0.33,4.5,,4.32
14131,방배골복아구찜,,서초구,모범음식점(2006),4.2649847,Y,0.408,0.11,,,4.32
14156,등촌동버섯샤브칼국수,,양천구,"모범음식점(2012),안심식당(2020)",4.182417,N,0.248,0.21,,,4.32
14222,한동길감자탕,망우2호점,중랑구,모범음식점(2008),4.2351773,N,0.262,0.09,,,4.32
14226,한촌설렁탕,군자점,광진구,"모범음식점(2020),안심식당(2020)",4.1385636,N,0.295,0.19,,,4.32
14266,상봉갈비,,중랑구,"모범음식점(2006),안심식당(2020)",4.195404,N,0.263,0.33,,,4.32
14406,곰국시집,,중구,"모범음식점(2001),블루리본(2021)",4.3174236,N,0.248,0.33,,,4.32
14461,백미당,현대시티몰가든파이브점,송파구,모범음식점(2017),4.1775893,N,0.198,0.19,,,4.32
14526,마포갈비생등심,,성동구,모범음식점(2004),4.061993,N,0.328,0.33,,,4.32
14555,능동곱창,,광진구,"모범음식점(2001),안심식당(2020)",4.1058166,N,0.263,0.33,,,4.32
14577,오두막,,종로구,모범음식점(2018),3.644126,N,0.262,0.09,4,,4.32
14585,마포돼지갈비,본점,광진구,모범음식점(2008),4.2949378,N,0.262,0.08,,,4.32
14591,가마솥도가니탕 장수옥,,광진구,모범음식점(2006),4.2447147,N,0.311,0.33,,,4.32
14674,연신내회수산,,은평구,모범음식점(2016),4.215683,N,0.263,0.33,,,4.32
14677,섬어부밥상,본점,양천구,모범음식점(2019),4.3150772,N,0.26,0.08,,,4.32
14774,어사출또,사가정역점,중랑구,"모범음식점(2015),안심식당(2020)",4.2847855,N,0.262,0.09,,,4.32
14912,토박이,,서초구,"모범음식점(2010),블루리본(2021)",4.2809389,N,0.248,0.33,4,,4.32
14932,월매네남원추어탕,,마포구,"모범음식점(2008),안심식당(2020)",4.1653257,Y,0.264,0.08,,,4.32
14943,잠실영양센타,,송파구,모범음식점(2007),4.1926522,N,0.263,0.33,,,4.32
14979,장용재 두부갤러리,,양천구,"모범음식점(2006),안심식당(2020)",4.3836124,N,0.328,0.33,,,4.32
15058,옻닭토종집,빨래골점,강북구,모범음식점(2009),4.0784144,Y,0.277,0.08,,,4.32
15072,참맛감자탕,,중구,모범음식점(2011),3.7688003,N,0.295,0.33,5,,4.32
15140,남원본가맛추어탕,,광진구,"모범음식점(2005),안심식당(2020)",4.0562371,Y,0.28,0.16,,,4.32
15148,청어진 동태찜,방학점,도봉구,"모범음식점(2007),안심식당(2020)",3.7039374,N,0.263,0.2,,,4.32
15186,닥터로빈,강서점,강서구,"모범음식점(2012),안심식당(2020)",4.0595585,N,0.313,0.33,,,4.32
15207,수담한정식,,강남구,"모범음식점(2016),블루리본(2021)",4.1101676,N,0.328,0.33,,,4.32
15222,주은감자탕,,송파구,모범음식점(2010),4.1695619,N,0.276,0.33,,,4.32
29307,놀부부대찌개,문래에이스점,영등포구,모범음식점(2008),3.9140432,Y,0.246,0.08,,,4.32
35710,예성가든,,영등포구,안심식당(2020),4.3761955,N,0.322,0.36,4.5,,4.32
36637,돈수백,여의도점,영등포구,안심식당(2020),4.21964,N,0.166,0.33,,,4.32
37270,빈스앤베리즈,한화증권점,영등포구,위생등급제 지정업소(2019),1.6839545,N,0.459,,3,,4.32
37280,삿뽀로,당산점,영등포구,"안심식당(2020),위생등급제 지정업소(2019)",4.2760559,N,0.525,0.33,,,4.32
38135,파리크라상,여의도점,영등포구,"안심식당(2020),위생등급제 지정업소(2020)",4.4852025,N,0.492,0.33,,,4.32
38555,교촌치킨,선유도역점,영등포구,"안심식당(2020),위생등급제 지정업소(2020)",4.310893,N,0.525,0.33,,,4.32
39835,한촌설렁탕,롯데마트서울양평점,영등포구,안심식당(2020),4.2932955,N,0.24,0.2,,,4.32
39977,브레드피트,,영등포구,블루리본(2021),4.3246623,Y,0.282,0.33,5,,4.32
40043,투뿔등심,여의도점,영등포구,안심식당(2020),4.1664393,N,0.254,0.36,4,,4.32
40871,오장동 부산 숯불갈비,,중구,블루리본(2021),4.2771168,N,0.239,0.33,,4,4.32
41557,브레라,,중구,블루리본(2021),4.3830894,N,0.218,0.33,,,4.32
43152,잼배옥,,중구,블루리본(2021),4.2135679,N,0.216,0.33,4,,4.32
45442,김태완스시,송파본점,송파구,모범음식점(2007),4.2572549,Y,0.266,0.33,,,4.32
52004,청담윈,,강남구,블루리본(2021),4.1097832,Y,0.233,0.33,,,4.32
59088,롯데리아,건대역점,광진구,안심식당(2020),4.2876479,N,0.216,0.33,,,4.32
63303,경평면옥,,강남구,블루리본(2021),4.2158899,Y,0.232,0.33,,,4.32
65285,황토가마솥설렁탕,,동작구,안심식당(2021),3.9425552,Y,0.233,0.27,,,4.32
68537,향원갈비,구로본점,구로구,모범음식점(2003),4.1914125,N,0.216,0.33,,,4.32
72939,고봉밥이야기,,관악구,모범음식점(2021),1.0501897,N,0.2,,,,4.32
77028,드 딜라이트,,강동구,안심식당(2020),4.4143482,N,0.268,0.33,,,4.32
78186,망향비빔국수,동작점,동작구,안심식당(2020),4.2988455,N,0.229,0.33,,,4.32
89662,치킨24,교대본점,서초구,안심식당(2020),4.2556988,Y,0.233,0.24,,,4.32
91861,도마다리감자탕,마포본점,마포구,안심식당(2020),4.273951,Y,0.233,0.33,,,4.32
93056,이차돌,발산역점,강서구,안심식당(2020),4.2647309,N,0.216,0.33,,,4.32
95697,새마을식당,압구정역점,강남구,모범음식점(2021),4.1926522,N,0.216,0.33,,,4.32
98977,콩불,신촌점,서대문구,안심식당(2021),4.4182479,N,0.292,0.33,,,4.32
102706,꽃보다족발,본점,성동구,모범음식점(2021),4.4478398,N,0.259,0.33,,,4.32
104440,미우야,,서초구,블루리본(2021),4.3339414,N,0.246,0.33,3.5,,4.32
109800,빅토리아 베이커리,,성동구,블루리본(2021),4.2312296,N,0.216,0.33,,,4.32
114758,송추가마골 인어반,목동점,양천구,안심식당(2020),4.3432163,N,0.203,0.33,,,4.32
115266,매일스시 횟집,,마포구,안심식당(2020),4.2261644,Y,0.233,0.33,,,4.32
118088,미켈러,,강남구,블루리본(2021),4.3234835,N,0.216,0.33,,,4.32
118129,작은수산시장,,용산구,블루리본(2021),4.4162463,N,0.252,0.33,,,4.32
118640,파스타 포포,,서초구,블루리본(2021),4.2212229,N,0.22,0.33,,,4.32
121137,스시카나에,,강남구,블루리본(2021),4.294944,Y,0.183,0.33,,,4.32
121295,몽고네,,강남구,블루리본(2021),4.3260638,N,0.252,0.33,,,4.32
121545,가드너아드리아,,강남구,블루리본(2021),4.3009963,Y,0.281,0.33,4.5,,4.32
122704,케르반베이커리&카페,,용산구,블루리본(2021),4.1465996,N,0.216,0.33,4,,4.32
122807,피양옥,,강남구,블루리본(2021),4.2034958,N,0.216,0.33,,,4.32
125577,엘초코 데 떼레노,,용산구,"미쉐린 가이드(2021),미쉐린 가이드(2022),블루리본(2021)",4.2478042,N,0.283,0.33,,,4.32
127957,아선재,,강남구,모범음식점(2021),4.5588895,Y,0.4,0.33,,,4.32
130714,푸른초원전복삼계탕,,중랑구,안심식당(2020),4.1810571,N,0.216,0.26,,,4.32
131996,조가네 뼈해장국,,종로구,안심식당(2020),4.1459168,N,0.216,0.33,,,4.32
133087,쿠디8카페,,은평구,모범음식점(2009),4.2704041,Y,0.279,0.33,,,4.32
136281,삼성원,,종로구,안심식당(2020),3.9467334,N,0.184,0.03,,,4.32
136836,재동맷돌순두부,,종로구,안심식당(2020),4.1679937,N,0.216,0.33,,,4.32
137294,통돼지집,,종로구,안심식당(2020),4.210306,N,0.216,0.33,4,,4.32
