식당(ID),식당명,지점명,지역명,어워드정보설명,(RTI)지수,온라인화진행여부,수용태세지수,인기도,트립어드바이저평점,씨트립평점,네이버평점
101599,아오이토리,,마포구,블루리본(2021),4.424416,N,0.252,0.33,4.5,,4.43
102546,개미집,신촌점,서대문구,안심식당(2021),4.3338067,N,0.231,0.33,,,4.43
102617,보헤미안,,성북구,블루리본(2021),3.9888622,N,0.216,0.33,5,,4.43
103920,테이블포포,,서초구,"미쉐린 가이드(2022),블루리본(2021)",4.4082738,N,0.266,0.33,,,4.43
105123,계고기집,,마포구,블루리본(2021),4.4761379,N,0.233,0.33,,,4.43
105132,퀸스파크,서래마을점,서초구,안심식당(2020),4.3343738,N,0.268,0.33,,,4.43
105179,메쉬커피,,성동구,블루리본(2021),4.5112928,N,0.238,0.33,,,4.43
106308,베를린크란츠,,서초구,안심식당(2020),4.2795142,N,0.262,0.33,,,4.43
109126,메리킹,서울북부점,성북구,안심식당(2021),4.3072772,N,0.264,0.33,,,4.43
109348,어니언,,성동구,블루리본(2021),4.0272434,N,0.216,0.02,,,4.43
110043,매드포갈릭,목동점,양천구,안심식당(2020),4.2531629,N,0.251,0.33,,,4.43
114971,밀갸또,,서초구,"블루리본(2021),안심식당(2020)",4.2066585,N,0.201,0.33,,,4.43
115039,양평신내서울해장국,양천직영점,양천구,안심식당(2020),4.2596923,N,0.217,0.33,,,4.43
116170,더브라운,목동점,양천구,안심식당(2020),4.3423843,N,0.272,0.33,4,,4.43
116707,황태보감&왕코다리,,양천구,안심식당(2020),4.265733,N,0.29,0.33,,,4.43
118038,카리,파미에스테이션점,서초구,안심식당(2020),4.4484294,N,0.27,0.33,,,4.43
119026,소금집델리,망원점,마포구,블루리본(2021),4.4373402,N,0.183,0.33,,,4.43
121192,아우어베이커리,도산본점,강남구,블루리본(2021),4.3541086,N,0.249,0.33,,,4.43
123263,대찬횟집,선릉직영점,강남구,모범음식점(2021),4.1989615,N,0.216,0.33,,,4.43
127437,부로일,,강남구,블루리본(2021),4.3577066,N,0.218,0.33,,,4.43
127458,해우리,강남본점,강남구,모범음식점(2021),4.0630395,N,0.214,0.29,5,,4.43
130392,대로집,불광본점,은평구,모범음식점(2009),4.4292763,N,0.29,0.33,,,4.43
131138,춘천골닭갈비막국수,,중랑구,안심식당(2020),4.21964,N,0.216,0.33,,,4.43
137832,이디야커피,구산역점,은평구,안심식당(2020),4.3671051,N,0.257,0.09,,,4.43
143989,녹파랑,,은평구,모범음식점(2021),4.2533545,N,0.216,0.17,,,4.43
145271,국시랑만두,,종로구,안심식당(2020),4.1161064,N,0.216,0.33,5,,4.43
150409,왕순대,종로점,종로구,안심식당(2020),4.040842,N,0.216,0.07,,,4.43
153174,오가와,,종로구,블루리본(2021),4.3274402,N,0.216,0.33,,,4.43
167781,담소 누룽지 백숙,,종로구,안심식당(2020),4.1164935,N,0.179,0.07,,,4.43
765691,토담골,,강동구,모범음식점(2014),4.1052198,N,0.263,0.16,,,4.43
772002,한우명가,,서대문구,모범음식점(2010),4.2295764,N,0.295,0.33,,,4.43
775582,그린웰빙한식부페,,성동구,모범음식점(2017),4.0298398,N,0.263,0.03,,,4.43
821148,민소한우,광화문점,종로구,안심식당(2020),4.1908904,Y,0.248,0.33,4.5,,4.43
825192,스타벅스,타임스퀘어B2점,영등포구,위생등급제 지정업소(2020),4.2655343,Y,0.451,0.33,,,4.43
840340,스타벅스,국회대로점,영등포구,위생등급제 지정업소(2020),4.4292403,Y,0.436,0.33,3,,4.43
12359,안박사 남원추어탕,,강남구,모범음식점(2010),3.5086595,N,0.263,0.07,,,4.42
12361,힘찬장어,,도봉구,"모범음식점(2015),안심식당(2020)",3.7551339,N,0.263,0.1,,,4.42
12366,장수갈매기,본점,마포구,"모범음식점(2009),안심식당(2020)",4.4258642,Y,0.443,0.33,,,4.42
12392,진한방삼계탕만나정,군자점,광진구,"모범음식점(2012),안심식당(2020)",4.1963622,Y,0.44,0.33,,,4.42
12477,설악칡냉면,,용산구,모범음식점(2008),4.129984,Y,0.28,0.04,,,4.42
12534,황제마라탕&양꼬치,,송파구,모범음식점(2007),3.6045629,N,0.263,0.01,,,4.42
12915,크래버대게나라,광장점,광진구,"모범음식점(2013),안심식당(2020)",4.3680419,N,0.328,0.33,,,4.42
12931,맛찬들왕소금구이,발산역점,강서구,"모범음식점(2008),안심식당(2020)",4.3883739,Y,0.328,0.33,4.5,,4.42
12937,중앙해장,,강남구,"모범음식점(2016),블루리본(2021)",4.1573316,N,0.263,0.33,,,4.42
12963,김종구참치박사,사당점,동작구,모범음식점(2017),4.1198323,Y,0.28,0.33,,,4.42
12966,이대감 고깃집,,종로구,"모범음식점(2019),안심식당(2020)",3.8782233,N,0.349,0.09,,,4.42
13006,한촌설렁탕,성수뚝도점,성동구,모범음식점(2012),4.2826258,N,0.263,0.33,,,4.42
13040,신의주 부대찌개,,강북구,모범음식점(2018),3.8852918,N,0.248,0.33,,,4.42
13152,장충당,녹번점,은평구,"모범음식점(2018),안심식당(2020)",4.2816343,N,0.315,0.33,,,4.42
13239,도투리,,은평구,"모범음식점(2016),안심식당(2020)",4.2796498,N,0.312,0.33,,,4.42
13245,아름다운 제주돈,,강동구,"모범음식점(2015),안심식당(2020)",3.9986036,N,0.295,0.28,,,4.42
13274,약초마을,서초점,서초구,모범음식점(2013),4.1568091,N,0.263,0.23,,,4.42
13279,목포산낙지철판해물,,관악구,"모범음식점(2018),안심식당(2020)",4.1281504,Y,0.427,0.1,,,4.42
13288,어바웃샤브,서대문역점,서대문구,모범음식점(2014),4.2593247,N,0.315,0.33,4.5,,4.42
13416,묵동감자바우영양족발,본점,중랑구,모범음식점(2009),4.269351,N,0.282,0.33,,,4.42
13428,참숯불민물장어,,강동구,모범음식점(2015),3.6688022,N,0.248,0.14,,,4.42
13491,한라참치,,구로구,"모범음식점(2004),안심식당(2020)",4.2036555,Y,0.28,0.11,,,4.42
13504,능이마을,미아본점,강북구,모범음식점(2017),3.9696535,N,0.352,0.33,,,4.42
13548,샤브퀸,,강동구,모범음식점(2014),3.9792215,N,0.278,0.33,,,4.42
13587,다채,동빙고점,용산구,모범음식점(2012),4.2683696,N,0.311,0.33,,,4.42
13591,장군수제족발,,송파구,모범음식점(2015),4.4365635,N,0.28,0.1,,,4.42
13596,우쿠야,가락점,송파구,모범음식점(2016),4.3137357,N,0.311,0.33,,,4.42
13631,순두부와청국장,방배역점,서초구,모범음식점(2015),4.2562605,N,0.295,0.33,,,4.42
13651,마산아구찜탕,,강남구,모범음식점(2010),4.1940941,Y,0.258,0.12,,,4.42
13672,엄가네,,중랑구,모범음식점(2001),4.1052198,N,0.263,0.16,,,4.42
13685,서울뚝배기,,중구,모범음식점(2001),3.8259229,N,0.263,0.33,,,4.42
13709,만덕이가 명가순대국,,노원구,모범음식점(2012),4.1895591,N,0.248,0.13,,,4.42
13729,명동중일회관,,중구,모범음식점(2020),4.0298398,N,0.263,0.03,,,4.42
13750,대관령 두부마을,,강동구,"모범음식점(2008),안심식당(2020)",4.2697959,Y,0.316,0.12,,,4.42
13769,한아람,,송파구,모범음식점(2012),3.8159262,N,0.213,0.33,,,4.42
13800,본가왕뼈감자탕,화곡점,강서구,"모범음식점(2015),안심식당(2020)",4.3644771,Y,0.335,0.04,,,4.42
13900,온더보더,롯데몰김포공항몰김포공항점,강서구,"모범음식점(2017),안심식당(2020)",4.0929102,N,0.262,0.33,,,4.42
13945,녹원쌈밥,,서대문구,"모범음식점(2008),안심식당(2021)",4.1677678,Y,0.297,0.33,4,,4.42
14097,해안반점,,강동구,"모범음식점(2014),안심식당(2020)",4.1086975,N,0.312,0.26,,,4.42
14254,콩이랑두부랑,,광진구,"모범음식점(2020),안심식당(2020)",4.0726297,N,0.263,0.16,,,4.42
14336,부산복집,,서초구,모범음식점(2008),4.2377562,Y,0.28,0.03,,,4.42
14374,춘천명물닭갈비,제1호점,강남구,모범음식점(2014),3.9767177,N,0.28,0.33,,,4.42
14394,삼동숯불갈비,구로점,구로구,모범음식점(2002),4.1062848,Y,0.28,0.08,,,4.42
14466,옛날육개장,,관악구,"모범음식점(2016),안심식당(2020)",4.178746,Y,0.408,0.06,,,4.42
14691,신선손칼국수,,성동구,모범음식점(2018),4.1810571,N,0.263,0.26,,,4.42
14754,동해해물탕,삼선점,성북구,모범음식점(2012),4.2574033,N,0.263,0.04,,,4.42
14828,마포회활어,,마포구,"모범음식점(2009),안심식당(2020)",4.2327068,N,0.263,0.17,3,,4.42
14929,박할매쭈꾸미,미아본점,강북구,모범음식점(2021),4.2147701,N,0.28,0.33,,,4.42
14961,고추찜닭,본점,동작구,"모범음식점(2010),안심식당(2020)",4.1392948,N,0.292,0.33,,,4.42
14992,김박사칼국수,,마포구,"모범음식점(2015),안심식당(2020)",4.2418966,N,0.263,0.33,,,4.42
15032,청춘쪽갈비,,중랑구,모범음식점(2007),4.3683682,N,0.328,0.33,,,4.42
15100,지호한방삼계탕,암사점,강동구,"모범음식점(2012),안심식당(2020)",4.1200103,Y,0.299,0.33,,,4.42
15167,최원석의돼지한판&서해쭈꾸미,건대1호점,광진구,모범음식점(2007),3.7863943,N,0.295,0.33,4,,4.42
15173,연안부두,2호점,송파구,모범음식점(2018),4.3651886,N,0.312,0.33,,,4.42
15258,영미식당,,송파구,모범음식점(2007),3.9603591,N,0.263,0.28,,,4.42
15268,골짝마을 닭한마리,,중랑구,"모범음식점(2017),안심식당(2020)",4.2995152,N,0.295,0.33,,,4.42
15281,한우리,,강동구,모범음식점(2015),4.1112516,Y,0.329,0.16,,,4.42
28172,이디야커피,당산역점,영등포구,위생등급제 지정업소(2020),4.3355417,Y,0.509,0.13,,,4.42
28311,가시리,여의도점,영등포구,모범음식점(2008),4.4587023,Y,0.399,0.12,,,4.42
36738,백원,,영등포구,블루리본(2021),4.3705367,Y,0.292,0.18,3,,4.42
36787,이디야커피,보라매역점,영등포구,위생등급제 지정업소(2020),4.2123139,Y,0.501,0.07,,,4.42
39460,쉐이크쉑,영등포 타임스퀘어점,영등포구,위생등급제 지정업소(2020),4.553422,N,0.499,0.33,,,4.42
39671,투썸플레이스,국회의사당역점,영등포구,위생등급제 지정업소(2020),4.1299411,Y,0.462,0.16,,,4.42
41094,딘타이펑,,중구,블루리본(2021),3.9421106,N,0.264,0.33,,,4.42
41341,나인스게이트,,중구,"미쉐린 가이드(2021),미쉐린 가이드(2022),블루리본(2021)",4.239707,N,0.305,0.33,,,4.42
43555,예전명가,,중구,블루리본(2021),4.2057142,N,0.166,0.22,,,4.42
44096,팔레드신,,중구,"미쉐린 가이드(2021),미쉐린 가이드(2022)",4.1306267,N,0.28,0.33,4.5,,4.42
44832,광화문국밥,,중구,"미쉐린 가이드(2021),미쉐린 가이드(2022),블루리본(2021)",4.2700387,N,0.231,0.33,4.5,,4.42
46961,고도식,,송파구,블루리본(2021),4.4291502,N,0.232,0.09,,,4.42
53343,본초강목,청담점,강남구,모범음식점(2021),4.2416503,Y,0.289,0.22,,,4.42
53845,개성집,,강서구,모범음식점(2003),4.159379,Y,0.25,0.33,,,4.42
53941,까막돼지와버섯총각들,,광진구,안심식당(2020),4.0298398,N,0.216,0.03,,,4.42
64893,홍도야빈대떡,,동대문구,안심식당(2021),4.0275927,N,0.252,0.33,,,4.42
66681,소바쿠,,광진구,블루리본(2021),4.2301995,N,0.201,0.33,,,4.42
67771,방이샤브샤브칼국수,암사점,강동구,안심식당(2020),4.2331696,N,0.216,0.33,,,4.42
68319,박서방부대찌개,,도봉구,안심식당(2020),4.2202866,N,0.216,0.06,,,4.42
68650,오늘은해물찜 손칼국수,답십리점,동대문구,안심식당(2021),4.1372202,Y,0.265,0.33,,,4.42
73197,요란한부엌,,동작구,안심식당(2020),4.3042666,Y,0.233,0.33,,,4.42
77060,순자,,동작구,안심식당(2020),3.773019,N,0.201,0.01,,,4.42
79015,농장이야기,고척점,구로구,안심식당(2021),4.2977262,Y,0.298,0.2,,,4.42
90648,채운,,강남구,블루리본(2021),4.1528859,Y,0.265,0.33,,,4.42
91178,익선동창화당,롯데백화점스타시티점,광진구,안심식당(2020),4.0272434,N,0.166,0.02,,,4.42
91662,아저씨네낙지찜,,서대문구,안심식당(2021),4.1886079,Y,0.265,0.33,4,,4.42
92090,김부삼,사당역점,서초구,안심식당(2020),4.4033562,N,0.268,0.33,,,4.42
93296,마포나루,도화본점,마포구,안심식당(2020),4.2087236,N,0.235,0.33,,,4.42
94738,새마을식당육,서초교대점,서초구,안심식당(2020),4.1515216,N,0.201,0.33,,,4.42
98220,오향만두,,서대문구,블루리본(2021),4.2320698,N,0.216,0.33,,,4.42
101192,김영모과자점,신반포점,서초구,블루리본(2021),4.2273077,Y,0.218,0.33,,,4.42
103829,봉화묵집,,성북구,블루리본(2021),4.3105994,Y,0.233,0.33,4.5,,4.42
104213,피오니,,마포구,블루리본(2021),4.344873,N,0.216,0.33,,,4.42
106581,루스티크,,서초구,블루리본(2021),4.4433813,N,0.252,0.33,,,4.42
106985,더하누,,서초구,안심식당(2020),4.3376131,N,0.29,0.33,,,4.42
107093,놈파스타,,성북구,블루리본(2021),4.2525112,Y,0.233,0.33,,,4.42
107751,팩피,,성동구,"미쉐린 가이드(2021),미쉐린 가이드(2022)",4.2875525,N,0.266,0.33,,,4.42
109633,순대실록,센트럴시티점,서초구,안심식당(2020),4.510043,N,0.255,0.33,,,4.42
109829,산채향기,,양천구,안심식당(2020),4.2574033,N,0.201,0.04,,,4.42
111212,오롯이닭요리,,마포구,안심식당(2020),4.2006311,Y,0.233,0.33,,,4.42
113344,소울버킷,,서초구,안심식당(2020),4.4405057,N,0.252,0.33,,,4.42
113589,와플베르비에,,양천구,블루리본(2021),4.1907808,N,0.216,0.33,,,4.42
114697,반포식스,목동점,양천구,안심식당(2020),4.4154789,N,0.225,0.33,5,,4.42
115506,닥터로빈,목동점,양천구,안심식당(2020),4.3024208,N,0.281,0.33,,,4.42
118050,일품진진수라,서초점,서초구,안심식당(2020),4.3859095,N,0.231,0.33,,,4.42
120248,너랑나랑,,양천구,안심식당(2020),4.2655739,N,0.266,0.33,,,4.42
123379,텅앤그루브조인트,,용산구,"미쉐린 가이드(2021),미쉐린 가이드(2022)",4.5247837,N,0.312,0.33,4.5,,4.42
126119,에그앤플라워 프레시 파스타,,용산구,미쉐린 가이드(2022),4.5193273,N,0.233,0.33,,,4.42
126957,타르틴,한남점,용산구,블루리본(2021),4.274446,N,0.233,0.06,,,4.42
130410,소문난부대찌개,,중랑구,안심식당(2020),4.0946389,N,0.166,0.07,,,4.42
132222,뚝배기집,,종로구,안심식당(2020),4.2387104,N,0.245,0.33,4,,4.42
133049,청어진,,중랑구,안심식당(2020),4.2574033,N,0.216,0.04,,,4.42
135419,개미식당,,종로구,안심식당(2020),4.1797194,Y,0.233,0.33,,,4.42
143167,에베레스트 레스토랑,,종로구,블루리본(2021),4.4775667,N,0.275,0.33,4,,4.42
149966,재동맥주,,종로구,안심식당(2020),4.4844234,N,0.252,0.12,,,4.42
150812,가스트로 통,,종로구,블루리본(2021),4.3834143,N,0.281,0.33,,,4.42
151168,커피방앗간,,종로구,블루리본(2021),4.1960459,N,0.216,0.33,,,4.42
167076,우드앤브릭,본점,종로구,블루리본(2021),4.3486648,N,0.268,0.33,,,4.42
764881,시골집,,관악구,"모범음식점(2018),안심식당(2020)",4.1028014,N,0.263,0.33,4.5,,4.42
765894,난향,,서대문구,"모범음식점(2006),안심식당(2020)",4.4149126,Y,0.345,0.33,4,,4.42
773288,공릉닭한마리,,서대문구,모범음식점(2009),4.2423493,N,0.263,0.33,,,4.42
776193,전주식당,,동작구,모범음식점(2016),4.2939754,N,0.263,0.24,,,4.42
837380,스타벅스,선유도역점,영등포구,위생등급제 지정업소(2020),4.4271377,Y,0.486,0.33,,,4.42
10037,연타발,압구정본점,강남구,모범음식점(2010),4.5508072,Y,0.374,0.33,,,4.41
12298,고운님 한우곱창,,강남구,모범음식점(2019),4.1880544,N,0.312,0.33,,,4.41
12299,장수닭한마리손칼국수,중곡본점,광진구,모범음식점(2013),4.048827,Y,0.28,0.06,,,4.41
12383,연평도산꽃게해물탕,,성동구,모범음식점(2012),4.3944095,N,0.295,0.33,,,4.41
12436,선유삼계탕,,영등포구,"모범음식점(2014),안심식당(2020)",1.2451732,N,0.262,,,,4.41
12437,예향정,가든파이브점,송파구,모범음식점(2020),4.3469203,N,0.278,0.26,,,4.41
12482,진동둔횟집,,서초구,블루리본(2021),4.1649599,N,0.216,0.33,,,4.41
12600,열해,,용산구,모범음식점(2001),4.1745935,N,0.213,0.33,,,4.41
12737,곤지암할매소머리국밥 왕갈비탕,난곡점,관악구,"모범음식점(2018),안심식당(2020)",4.223264,N,0.261,0.14,,,4.41
12756,신촌영양센터,,서대문구,"모범음식점(2008),안심식당(2020)",4.2094591,N,0.295,0.33,4,,4.41
12774,파크 하얏트 서울 코너스톤,,강남구,"모범음식점(2010),블루리본(2021)",4.3145178,N,0.248,0.33,,,4.41
12808,한근더한근,,성북구,모범음식점(2013),4.1972551,Y,0.28,0.17,,,4.41
12878,임광루,,서초구,모범음식점(2014),4.1799742,N,0.295,0.06,,,4.41
12879,명륜진사갈비,송파방이점,송파구,모범음식점(2007),4.3411548,N,0.328,0.33,,,4.41
12903,만성찬팅,,관악구,"모범음식점(2020),안심식당(2020)",4.3142134,N,0.298,0.33,,,4.41
13065,매드포갈릭,예술의전당점,서초구,모범음식점(2003),4.3147526,N,0.311,0.33,,,4.41
13086,무등산,,강남구,"모범음식점(2010),블루리본(2021)",4.3982215,Y,0.486,0.34,4,5,4.41
13096,진우리참치,,관악구,"모범음식점(2018),안심식당(2020)",4.3525714,N,0.328,0.33,,,4.41
13109,아이와,,종로구,모범음식점(2010),3.8735915,N,0.213,0.33,,,4.41
13141,산수골추어탕감자탕,,성동구,모범음식점(2017),3.9087771,N,0.263,0.33,4,,4.41
13207,상암고기마을,,마포구,"모범음식점(2014),안심식당(2020)",4.1625599,N,0.263,0.33,,,4.41
13264,하오런&버니,본점,강북구,모범음식점(2017),4.2459508,Y,0.345,0.33,,,4.41
13331,가득드림,코엑스몰점,강남구,모범음식점(2016),4.2233688,N,0.263,0.33,4.5,,4.41
13373,농부의꿈,상일점,강동구,"모범음식점(2015),안심식당(2020)",4.3504533,Y,0.391,0.33,,,4.41
13469,쌈반,,동작구,"모범음식점(2013),안심식당(2020)",3.9736903,N,0.261,0.33,,,4.41
13605,서울찜닭,상암본점,마포구,"모범음식점(2009),안심식당(2020)",4.8238547,Y,0.381,0.33,,,4.41
13634,서초아구찜,,서초구,모범음식점(2009),4.0693715,N,0.328,0.33,,,4.41
13647,이조손칼국수,,구로구,모범음식점(2008),4.21964,N,0.263,0.33,,,4.41
13660,청정옥,,성동구,모범음식점(2017),4.2916539,N,0.28,0.33,4,,4.41
13692,함지박,,동작구,"모범음식점(2018),안심식당(2020)",4.1593405,N,0.263,0.23,,,4.41
13754,한촌설렁탕,망원역점,마포구,"모범음식점(2017),안심식당(2020)",4.1371129,N,0.213,0.33,5,,4.41
13764,동의보쌈칼국수냉면,,동대문구,모범음식점(2013),3.9413042,N,0.248,0.33,,,4.41
13780,소문난대구왕뽈찜해물아구찜,봉천점,관악구,"모범음식점(2020),안심식당(2020)",4.3613776,Y,0.437,0.33,,,4.41
13842,대박집,,강서구,모범음식점(2015),4.2587218,N,0.263,0.11,,,4.41
13862,심가네한우고집,마장본점,성동구,모범음식점(2012),4.0746782,Y,0.23,0.27,4.5,,4.41
13902,왕비집,명동2호점,중구,모범음식점(2013),4.6459081,N,0.294,0.33,,,4.41
13949,민속손국시,,광진구,모범음식점(2006),4.2152777,N,0.263,0.33,,,4.41
14074,고덕가든,,강동구,"모범음식점(2009),안심식당(2020)",4.3493929,Y,0.33,0.33,,,4.41
14256,미선미식성,,중구,모범음식점(2012),4.3460887,N,0.292,0.24,,,4.41
14386,오대양참치,,구로구,"모범음식점(2018),안심식당(2020)",4.1453541,N,0.312,0.33,,,4.41
14387,소문난개미,,양천구,"모범음식점(2017),안심식당(2020)",4.4094341,N,0.319,0.03,,,4.41
14418,두메라,,중구,모범음식점(2013),4.3180808,Y,0.343,0.33,,,4.41
14428,노랑통닭,가락본점,송파구,모범음식점(2007),4.2926977,N,0.263,0.21,,,4.41
14472,러반로제 레스토랑,,송파구,모범음식점(2018),4.3895293,N,0.315,0.33,,,4.41
14495,국가대표,송파점,송파구,모범음식점(2020),4.1790517,N,0.263,0.33,,,4.41
14511,제주도새기촌,,은평구,모범음식점(2009),4.4613675,N,0.287,0.33,,,4.41
14522,명작 신의주 찹쌀순대,,종로구,모범음식점(2012),3.6498227,N,0.263,0.14,,,4.41
14576,향가,,종로구,모범음식점(2007),4.1037237,Y,0.408,0.28,,,4.41
14665,미가참치,본점,중구,모범음식점(2014),4.2387078,N,0.263,0.33,,,4.41
14776,강남샤오츠,,강남구,모범음식점(2019),4.0861665,N,0.328,0.33,,,4.41
14824,무사시,,서대문구,"모범음식점(2004),안심식당(2020)",4.3581093,Y,0.313,0.33,4.5,,4.41
14844,한락원,가락점,송파구,모범음식점(2019),4.2784808,N,0.292,0.33,,,4.41
14853,일식대방회집,,동작구,"모범음식점(2013),안심식당(2020)",4.0459121,Y,0.28,0.19,,,4.41
14889,들깨이야기,,양천구,모범음식점(2013),4.2831488,N,0.295,0.33,,,4.41
14937,파크하얏트서울 더팀버하우스,,강남구,모범음식점(2010),4.1750539,N,0.328,0.33,,,4.41
15011,명륜진사갈비,잠실신천점,송파구,모범음식점(2018),4.1847656,N,0.242,0.33,4,,4.41
15034,명가들깨칼국수,본점,양천구,모범음식점(2008),4.1498554,N,0.295,0.33,,,4.41
15099,지호한방삼계탕,연희점,서대문구,모범음식점(2014),4.1634731,Y,0.314,0.33,4,,4.41
15113,본죽,마포도화점,마포구,"모범음식점(2016),안심식당(2020)",4.2151539,N,0.248,0.03,,,4.41
15116,오양회참치,,중구,모범음식점(2010),4.1933019,N,0.311,0.33,3,,4.41
15127,태능참숯불갈비,,관악구,"모범음식점(2018),안심식당(2020)",3.764833,N,0.198,0.14,,,4.41
15133,김영자 원조 나주곰탕,본점,관악구,"모범음식점(2018),안심식당(2020)",4.0668347,Y,0.293,0.33,,,4.41
15177,시골집,,동작구,모범음식점(2017),4.1443316,Y,0.425,0.33,,,4.41
15276,남가네설악추어탕,상계점,노원구,모범음식점(2006),4.295138,N,0.28,0.21,,,4.41
15332,만복식당,성신여대점,성북구,모범음식점(2020),3.7934902,N,0.282,0.33,,,4.41
28341,온더보더,여의도IFC점,영등포구,"안심식당(2020),으뜸시설(2017)",4.2056066,Y,0.26,0.67,4,,4.41
29643,식음연구소,IFC점,영등포구,안심식당(2020),1.0501897,N,0.215,,,,4.41
35477,피그인더가든,여의도점,영등포구,"안심식당(2020),위생등급제 지정업소(2020)",4.3961969,Y,0.576,0.53,4.5,,4.41
36818,스타벅스,문래역점,영등포구,위생등급제 지정업소(2020),4.2972842,Y,0.436,0.33,,,4.41
39473,제주산방식당,오투테라스점,영등포구,안심식당(2020),4.5006927,Y,0.307,0.24,,,4.41
42994,커피수공업,,중구,블루리본(2021),1.0501897,N,0.165,,,,4.41
53098,청해수사,,강동구,안심식당(2020),4.129984,Y,0.233,0.04,,,4.41
53254,아울,구의점,광진구,안심식당(2020),4.165408,N,0.216,0.33,4.5,,4.41
53666,좋은사람들,,광진구,안심식당(2020),4.215683,N,0.216,0.33,,,4.41
53684,영화속의김밥이야기,,광진구,안심식당(2020),4.1724364,Y,0.365,0.22,3.5,,4.41
54302,죽이야기,신림점,관악구,안심식당(2020),4.1990253,N,0.216,0.31,,,4.41
56229,마드레,,강동구,안심식당(2020),4.1527874,Y,0.218,0.33,,,4.41
57221,모리참치,,광진구,안심식당(2020),4.3542888,N,0.266,0.33,,,4.41
60260,롤링파스타,건대점,광진구,안심식당(2020),4.3280833,Y,0.216,0.33,,,4.41
60627,레드마블하우스,,강남구,블루리본(2021),4.2762875,Y,0.298,0.33,,,4.41
62795,등나무집,,동작구,블루리본(2021),4.5085234,N,0.264,0.33,,,4.41
64175,파파벨리 피자,,광진구,안심식당(2020),4.2856459,N,0.216,0.12,,,4.41
66177,알리고떼,청담점,강남구,블루리본(2021),4.3079204,N,0.264,0.33,,,4.41
67692,한국밥,노량진점,동작구,안심식당(2020),4.3831424,N,0.24,0.33,,,4.41
75631,히바린,현대백화점천호점,강동구,안심식당(2020),4.2299519,Y,0.183,0.33,,,4.41
76967,취복루,,동작구,안심식당(2021),4.1423091,Y,0.218,0.33,,,4.41
78765,맛찬들왕소금구이,이수점,동작구,안심식당(2020),4.1484111,N,0.235,0.33,,,4.41
78908,노량진점 역전우동 0410,노량진점,동작구,안심식당(2021),4.2487948,N,0.216,0.33,,,4.41
82692,스윗밸런스,구로점,구로구,안심식당(2021),4.4848125,N,0.305,0.33,,,4.41
87008,친구네정육식당,보라매점,동작구,모범음식점(2021),4.2683696,N,0.264,0.33,,,4.41
90238,전선생가,,광진구,안심식당(2020),4.0946389,N,0.216,0.07,,,4.41
90902,더차이나,,강남구,모범음식점(2021),4.1315876,Y,0.215,0.33,,,4.41
91054,바다풍경,방배1호점,서초구,안심식당(2020),4.1690489,Y,0.252,0.32,,,4.41
95543,영동족발,양재2호점,서초구,블루리본(2021),4.1052198,N,0.216,0.16,,,4.41
98381,보름쇠,,강남구,"미쉐린 가이드(2021),미쉐린 가이드(2022)",4.2507262,Y,0.441,0.33,,,4.41
100840,이빠네마 그릴,,서대문구,블루리본(2021),4.2527412,N,0.201,0.33,5,,4.41
101234,시골집,,서초구,안심식당(2021),4.1627606,Y,0.281,0.33,,,4.41
104500,하모,,강남구,"미쉐린 가이드(2021),블루리본(2021)",3.2326885,N,0.228,,4.5,,4.41
106900,밀도,성수점,성동구,블루리본(2021),4.2852907,N,0.233,0.33,,,4.41
108118,합정옥,,마포구,"미쉐린 가이드(2021),미쉐린 가이드(2022),블루리본(2021)",4.2657582,Y,0.23,0.33,,,4.41
112677,바스크,,성북구,블루리본(2021),4.379776,N,0.233,0.33,,,4.41
114418,영스타,,서초구,안심식당(2020),4.2783932,N,0.186,0.33,,,4.41
119400,그릴 아지사이,역삼점,강남구,블루리본(2021),4.2031185,N,0.216,0.33,,,4.41
121213,동빙고,,용산구,블루리본(2021),4.3813211,N,0.201,0.33,4.5,,4.41
121445,스즈란테이,,용산구,블루리본(2021),4.2679566,N,0.166,0.33,,,4.41
122970,구복만두,,용산구,"미쉐린 가이드(2021),미쉐린 가이드(2022)",4.2704407,N,0.231,0.33,4.5,,4.41
123313,지아니스 나폴리,역삼본점,강남구,블루리본(2021),4.2179801,Y,0.232,0.33,4.5,,4.41
128338,옳음,,강남구,"미쉐린 가이드(2021),미쉐린 가이드(2022),블루리본(2021)",4.4336803,Y,0.259,0.33,,,4.41
130227,왕건고기촌,,중랑구,안심식당(2020),4.1926694,N,0.216,0.33,,,4.41
133834,본죽,응암동점,은평구,안심식당(2020),4.3186013,N,0.216,0.11,,,4.41
142127,깡통만두,,종로구,블루리본(2021),4.2197875,N,0.216,0.33,,,4.41
142721,평안도만두집,,종로구,블루리본(2021),4.3500421,N,0.166,0.33,4.5,,4.41
144528,서울서 둘째로 잘하는 집,,종로구,블루리본(2021),4.178142,N,0.201,0.33,4,,4.41
767822,진동둔횟집,,서초구,"모범음식점(2003),블루리본(2021)",4.2060653,N,0.263,0.33,,,4.41
771803,왕십리장어,왕십리점,성동구,모범음식점(2015),4.2418593,N,0.311,0.33,,,4.41
825080,스타벅스,타임스퀘어2F점,영등포구,위생등급제 지정업소(2020),4.372421,Y,0.501,0.33,,,4.41
830742,파리크라상,반포서래점,서초구,"블루리본(2021),안심식당(2020)",4.4952135,N,0.225,0.33,4,,4.41
